DB_ID	DisplayName	Old_Start	Old_End	New_Start	New_End
2468173	4-Hyp Glu-Gal-Hyl collagen alpha-2(IV) chain C-term fragment [extracellular region]	1	-1	184	1712
2173194	4-Hyp Glu-Gal-Hyl-collagen alpha-1(XV) [endoplasmic reticulum lumen]	1	-1	28	1388
180065	DARPP-32-S102P-T34P [cytosol]	1	-1	1	204
381913	Collagen alpha-1(VI) chain [extracellular region]	1	-1	20	1028
2484955	3,4-hydroxyprolyl-collagen alpha-1(XV) N-term fragment [extracellular region]	1	-1	28	1388
399819	p-S144,T423-PAK1 [cytosol]	1	-1	1	545
204885	Nck-2 [cytosol]	1	-1	1	380
2192949	5-Gal-Hyl-collagen alpha-1(XXIV) chain [extracellular region]	1	-1	36	1714
2192770	3,4-Hyp Glu-Gal-Hyl-collagen alpha-1(XIV) chain [extracellular region]	1	-1	29	1796
2471853	3,4-Hyp 5-Hyl-collagen alpha-1(XVII) transmembrane region [plasma membrane]	1	-1	1	1497
450237	p-S63,S73-c-Jun [nucleoplasm]	null	331	1	331
1236836	class I MHC B13 [phagocytic vesicle membrane]	null	null	25	362
2468309	3,4-Hyp Glu-Gal-Hyl collagen alpha-3(IV) chain N-term fragment [extracellular region]	-1	-1	29	1670
2179339	5-Gal-Hyl collagen alpha-2(VIII) chain [endoplasmic reticulum lumen]	1	-1	29	703
204166	PDP2 catalytic subunit 2 [mitochondrial matrix]	1	-1	67	529
180612	Importin alpha [cytosol]	1	-1	1	538
51417	Catalase apoprotein (EC 1.11.1.6) [peroxisomal matrix]	1	-1	2	527
181912	Histone H2B.b [nucleoplasm]	1	-1	2	126
157444	Cyclin A2 [cytosol]	1	-1	1	432
429704	monophospho-CERT [cytosol]	1	-1	1	624
2186678	4-Hyp Glu-Gal-Hyl collagen alpha-2(XI) chain [endoplasmic reticulum lumen]	1	-1	28	1736
2213182	Dynamin-1 [cytosol]	1	-1	1	864
2470849	4-Hyp 5-Hyl-collagen alpha-1(XVIII) chain N-term fragment [extracellular region]	1	-1	24	1754
72396	60S acidic ribosomal protein P0 [cytosol]	1	-1	1	317
983370	class I MHC B45 [ER to Golgi transport vesicle membrane]	null	null	25	362
2192741	5-hydroxylysyl-collagen alpha-1(VIII) chain [extracellular region]	1	-1	28	744
2179348	Collagen alpha-2(VIII) chain [endoplasmic reticulum lumen]	1	-1	29	703
418386	TCAB1 [nucleoplasm]	1	-1	1	548
2193038	3,4-hydroxyprolyl-collagen alpha-1(XXII) chain [extracellular region]	1	-1	28	1626
204504	caveolin-1 [Golgi membrane]	1	-1	2	178
198159	Nectin-4 [plasma membrane]	null	null	32	510
140529	Phospho-DLC2 [cytosol]	1	-1	1	89
2182007	Collagen alpha-1(XI) -N propeptide [endoplasmic reticulum lumen]	1	-1	512	1563
416632	GRIP2 [plasma membrane]	1	-1	1	1043
177123	middle-chain acyl-CoA synthetase 1 [mitochondrial matrix]	1	-1	32	577
2393933	NUDT5 [cytosol]	1	-1	1	219
156496	phosph-Cdc25C (Ser 216) [nucleoplasm]	1	-1	1	473
2192771	3,4-Hyp Glu-Gal-Hyl-collagen alpha-1(X) chain [extracellular region]	1	-1	19	680
983344	class I MHC B67 [Golgi membrane]	null	null	25	362
2172403	Collagen alpha-1(XXII) chain [endoplasmic reticulum lumen]	1	-1	28	1626
182227	Plasma membrane adaptor AP-2 50 kDa protein [cytosol]	1	-1	1	435
2192909	3,4-Hyp Glu-Gal-Hyl-collagen alpha-1(XX) chain [extracellular region]	1	-1	23	1284
68814	Proteasome activator complex subunit 2 [cytosol]	1	-1	2	239
975167	IRAK4 [endosome membrane]	null	null	1	460
58274	ATP-dependent DNA helicase II, 80 kDa subunit [nucleoplasm]	1	-1	2	732
535012	N-WASP [endocytic vesicle membrane]	1	-1	1	505
50522	ATP synthase D chain, mitochondrial  [mitochondrial inner membrane]	1	-1	2	161
2192974	5-hydroxylysyl-collagen alpha-1(IX) chain [extracellular region]	1	-1	24	921
2193023	3,4-Hyp 5-Gal-Hyl-collagen alpha-1(XXIII) chain [plasma membrane]	1	-1	1	540
1236752	class I MHC B55 [phagocytic vesicle membrane]	null	null	25	362
2201336	TRAM [endosome membrane]	null	null	2	235
191699	beta tubulin 2A [cytosol]	1	-1	1	445
2470809	Glu-Gal-Hyl-collagen alpha-1(XVI) chain N-term fragment [extracellular region]	1	-1	22	1604
376346	Syntaxin 8 [lysosomal membrane]	null	null	1	236
937031	p-T209-IRAK1 [plasma membrane]	null	null	1	712
2065764	Glu-Gal-Hyl-collagen alpha-1(VII) chain [endoplasmic reticulum lumen]	-1	-1	17	2944
166152	RP105 [plasma membrane]	null	null	24	661
65557	Transcription initiation factor TFIID 18 kDa subunit [nucleoplasm]	1	-1	1	124
114652	Platelet factor 4 precursor [platelet alpha granule lumen]	1	-1	32	101
2268859	4-hydroxyprolyl collagen alpha-1(XXIV) -N propeptide [extracellular region]	1	-1	36	1714
72406	60S ribosomal protein L11 [cytosol]	1	-1	2	178
351829	MST3 [cytosol]	1	-1	1	443
381040	DNAJB11 [endoplasmic reticulum lumen]	1	-1	23	358
2192730	Collagen alpha-2(VIII) chain [extracellular region]	1	-1	29	703
2173110	Glu-Gal-Hyl-collagen alpha-1(XXVI) chain [endoplasmic reticulum lumen]	1	-1	21	441
191369	Farnesyl-diphosphate farnesyltransferase [endoplasmic reticulum membrane]	null	null	1	417
377732	Clip170 [cytosol]	null	null	1	1438
2152273	Collagen alpha-1(XVIII) chain [extracellular region]	1	-1	24	1754
420841	NF-YA [nucleoplasm]	1	-1	1	347
60551	NADH-ubiquinone oxidoreductase chain 1 (EC 1.6.5.3) [mitochondrial inner membrane]	1	-1	1	318
2470850	4-Hyp 5-Gal-Hyl-collagen alpha-1(XVIII) endostatin-like fragment [extracellular region]	1	-1	24	1754
548785	ELOVL3 [endoplasmic reticulum membrane]	1	-1	1	270
2470591	3,4-Hyp Glu-Gal-Hyl-collagen alpha-1(XI) chain N-term fragment [extracellular region]	1	-1	512	1563
192333	Sterol carrier protein 2 isoform 2 [peroxisomal matrix]	null	null	1	547
2172958	4-hydroxyprolyl collagen alpha-1(XV) [endoplasmic reticulum lumen]	1	-1	28	1388
55477	Guanylyl cyclase activating protein 1 [cytosol]	1	-1	2	201
71953	hnRNP U [nucleoplasm]	1	-1	2	825
380293	ODF2 [cytosol]	1	-1	1	829
2453841	STRA6 P293L mutant [plasma membrane]	1	-1	1	667
200972	Wave2 [cytosol]	1	-1	1	498
2172268	Collagen alpha-1(X) chain [endoplasmic reticulum lumen]	1	-1	19	680
75324	phospho-arrestin [cytosol]	1	-1	1	405
2468214	3,4-hydroxyprolyl collagen alpha-5(IV) chain C-term fragment [extracellular region]	-1	-1	27	1685
379276	GCP-3 [cytosol]	1	-1	1	907
49493	Acyl-CoA dehydrogenase, short-chain specific, mitochondrial precursor  [mitochondrial matrix]	1	-1	25	412
419546	USP1 [nucleoplasm]	null	null	1	785
174126	Apc11 [cytosol]	1	-1	1	84
2064412	ZO-2 [cytosol]	1	-1	1	1190
383201	ABCA7	null	null	1	2146
69226	phospho-Retinoblastoma protein [nucleoplasm]	1	-1	2	928
444293	Phospho(S221,S363,S380,573)-Ribosomal protein S6 kinase alpha 6 [nucleoplasm]	1	-1	1	745
194879	TC10 [plasma membrane]	1	-1	1	202
2470396	4-Hyp Glu-Gal-Hyl-collagen alpha-1(IX) chain C-term fragment [extracellular region]	1	-1	24	921
200631	KIAA1688 protein [cytosol]	1	-1	1	1083
72424	60S ribosomal protein L19 [cytosol]	1	-1	1	196
177484	Dynein light chain [plasma membrane]	1	-1	1	105
206040	Phospho (3 sites) Axin1 [cytosol]	1	-1	1	862
2470394	4-hydroxyprolyl collagen alpha-2(IX) chain C-term fragment [extracellular region]	1	-1	24	689
379650	GARS [mitochondrial matrix]	1	-1	1	739
2468344	4-Hyp 5-Hyl collagen alpha-4(IV) chain C-term fragment [extracellular region]	-1	-1	39	1690
2470294	3,4-Hyp Glu-Gal-Hyl collagen alpha-1(VII) chain C-term fragment [extracellular region]	-1	-1	17	2944
383200	ABCA6 [plasma membrane]	null	null	1	1617
174228	Apc8/Cdc23 [nucleoplasm]	1	-1	1	597
507763	Alanine aminotransferase 2 [mitochondrial matrix]	1	-1	1	523
548712	ACSL4 [endoplasmic reticulum membrane]	1	-1	1	711
195273	pS45-beta-catenin_1 [cytosol]	1	-1	1	781
2470284	4-Hyp 5-Gal-Hyl collagen alpha-1(VII) chain N-term fragment [extracellular region]	-1	-1	17	2944
70656	pyrroline-5-carboxylate reductase 1 [mitochondrial matrix]	1	-1	2	319
201986	plakoglobin [nucleoplasm]	1	-1	1	745
2470226	3,4-Hyp 5-Gal-Hyl collagen alpha-2(V) chain N-term fragment [extracellular region]	-1	-1	27	1229
198334	Phospho-IRS2 (by TRKA) [plasma membrane]	1	-1	1	1338
53939	ADAR1 protein [nucleoplasm]	1	-1	1	1226
75813	phospho(T286)-Cyclin D1 [cytosol]	1	-1	1	295
983395	class I MHC B53 [Golgi membrane]	null	null	25	362
2173223	3,4-Hyp 5-Hyl-collagen alpha-1(XVIII) chain [endoplasmic reticulum lumen]	1	-1	24	1754
2470232	Glu-Gal-Hyl collagen alpha-5(VI) chain C-term fragment [extracellular region]	-1	-1	19	2615
2173010	5-hydroxylysyl-collagen alpha-1(XV) [endoplasmic reticulum lumen]	1	-1	28	1388
2127485	3,4-hydroxyprolyl collagen alpha-1(VII) chain [extracellular region]	-1	-1	17	2944
2470212	4-Hyp 5-Gal-Hyl collagen alpha-3(V) chain N-term fragment [extracellular region]	-1	-1	30	1745
112359	p-T202,Y204-ERK-1 [nucleoplasm]	1	-1	2	379
266197	Vesicle-associated membrane protein 7 [Golgi membrane]	null	null	2	220
391286	FBXW5 [cytosol]	1	-1	1	566
2470169	3,4-Hyp Glu-Gal-Hyl collagen alpha-1(V) chain N-term fragment [extracellular region]	-1	-1	38	1605
67421	Xanthine dehydrogenase/oxidase [cytosol]	1	-1	2	1333
171179	SARA [cytosol]	1	-1	1	1425
351182	Clathrin light chain [cytoplasmic vesicle membrane]	1	-1	1	248
2173225	3,4-Hyp 5-Hyl-collagen alpha-1(XIII) chain [endoplasmic reticulum lumen]	1	-1	1	717
2457840	14-3-3 protein gamma [cytoplasmic vesicle membrane]	1	-1	1	247
2192739	3,4-Hyp Glu-Gal-Hyl collagen alpha-2(VIII) chain [extracellular region]	1	-1	29	703
2268787	4-Hyp Glu-Gal-Hyl-collagen alpha-1(XI) propeptide [extracellular region]	1	-1	512	1563
2470378	Glu-Gal-Hyl-collagen alpha-1(IX) chain C-term fragment [extracellular region]	1	-1	24	921
2473559	Collagen alpha-1(XXVI) transmembrane region [plasma membrane]	1	-1	21	441
157713	Nup62 [nuclear envelope]	1	-1	1	522
190507	alpha tubulin 2.2 [cytosol]	1	-1	1	450
2268932	3,4-hydroxyprolyl-collagen alpha-1(XXIV) -N propeptide [extracellular region]	1	-1	36	1714
376255	RanGap1 [cytosol]	null	null	2	587
182572	p18 [cytosol]	1	-1	1	168
1237171	APIP [cytosol]	1	-1	1	242
442842	p-Cortactin(S113) [cytosol]	1	-1	1	550
180576	APOBEC3G [cytosol]	1	-1	1	384
434615	Claudin-14 [cell junction]	null	null	1	239
2192847	3,4-Hyp 5-Hyl-collagen alpha-1(XVIII) chain [extracellular region]	1	-1	24	1754
195067	ARHGEF9 [cytosol]	1	-1	1	516
68792	26S proteasome non-ATPase regulatory subunit 12 [cytosol]	1	-1	2	456
376244	Elys [cytosol]	1	-1	1	2266
57828	adenylate kinase 5 [cytosol]	1	-1	1	562
158482	THOC4(Aly/Ref) [cytosol]	1	-1	2	257
68445	DNA pol delta subunit 3 [nucleoplasm]	1	-1	2	466
191985	Cholesterol 25-hydroxylase [cytosol]	null	null	1	272
70574	argininosuccinate synthase [cytosol]	1	-1	1	412
167585	AP-2 clathrin coat assembly protein [plasma membrane]	1	-1	1	435
57842	cAMP-dependent protein kinase type II-beta regulatory chain [cytosol]	1	-1	2	418
195000	AKAP13 variant1 [cytosol]	1	-1	1	2813
68796	26S proteasome non-ATPase regulatory subunit 2 [cytosol]	1	-1	1	908
180036	DARPP-32-S137P-T34P [cytosol]	1	-1	1	204
416847	PSD95 [endocytic vesicle membrane]	1	-1	1	724
2268909	3,4-Hyp 5-Hyl-collagen alpha-1(XXVII) propeptide [extracellular region]	1	-1	625	1621
67161	VEGF-D [platelet alpha granule lumen]	1	-1	89	205
450236	IRF3-P [endosome membrane]	null	null	1	427
2161278	FBLN5 [extracellular region]	1	-1	24	448
211237	histone H1.2 [nucleoplasm]	1	-1	2	213
983369	class I MHC B55 [ER to Golgi transport vesicle membrane]	null	null	25	362
177654	p-T,4S-IRF3 [nucleoplasm]	null	null	1	427
194871	RhoH [cytosol]	1	-1	1	188
2181996	3,4-Hyp 5-Hyl-collagen alpha-1(XI) -N propeptide [endoplasmic reticulum lumen]	1	-1	512	1563
983372	class I MHC B52 [Golgi membrane]	null	null	25	362
71297	phosphogluconate dehydrogenase [cytosol]	1	-1	2	483
1267975	ADP/ATP translocase 1 monomer [cytosol]	1	-1	2	298
430350	OSTF1 [cytosol]	1	-1	1	214
2267333	PCOLCE2 [extracellular region]	1	-1	24	415
2470437	5-hydroxylysyl-collagen alpha-1(IX) chain C-term fragment [extracellular region]	1	-1	24	921
921135	RGS4 [plasma membrane]	1	-1	1	205
2172324	Collagen alpha-1(XV) [endoplasmic reticulum lumen]	1	-1	28	1388
162775	PIG-L [endoplasmic reticulum membrane]	1	-1	1	252
212377	TLE4 [nucleoplasm]	1	-1	1	773
168030	MAPK1-P [cytosol]	null	null	2	360
71975	SAP49 [nucleoplasm]	1	-1	2	424
190643	Connexin 31.1 [endoplasmic reticulum membrane]	1	-1	1	273
68724	Proteasome subunit alpha type 1  [cytosol]	1	-1	1	263
2173278	3,4-Hyp Glu-Gal-Hyl-collagen alpha-1(XXVI) chain [endoplasmic reticulum lumen]	1	-1	21	441
451322	Edited GRIK 1 (GluR5) [plasma membrane]	1	-1	31	918
379272	gamma-2- tubulin [cytosol]	1	-1	1	451
2173221	3,4-Hyp 5-Hyl-collagen alpha-1(XIX) chain [endoplasmic reticulum lumen]	1	-1	24	1142
2192894	3,4-Hyp 5-Hyl-collagen alpha-1(XIX) chain [extracellular region]	1	-1	24	1142
67455	DNA-repair protein XRCC1 [nucleoplasm]	1	-1	1	633
181916	Histone H2B, testis [nucleoplasm]	1	-1	2	127
210385	complexin 1 [cytosol]	1	-1	1	134
380285	DYNC1H1 [cytosol]	1	-1	1	4646
70289	oligo((1,4)-alpha-glycosyl) glycogenin-2 [cytosol]	1	-1	1	501
157410	Cdc25A [cytosol]	1	-1	1	524
2192865	3,4-Hyp Glu-Gal-Hyl-collagen alpha-2(XI) chain [extracellular region]	1	-1	28	1736
392782	unfolded beta tubulin 1 [cytosol]	1	-1	1	451
2172934	4-hydroxyprolyl collagen alpha-1(XVII) chain [endoplasmic reticulum lumen]	1	-1	1	1497
2192990	3,4-Hyp Glu-Gal-Hyl-collagen alpha-1(XXIII) chain [plasma membrane]	1	-1	1	540
2127469	Glu-Gal-Hyl collagen alpha-5(VI) chain [extracellular region]	-1	-1	19	2615
2173295	4-Hyp Glu-Gal-Hyl collagen alpha-2(IX) chain [endoplasmic reticulum lumen]	1	-1	24	689
187533	Cks1 [nucleoplasm]	1	-1	1	79
167695	AP-1 sigma 1B [cytosol]	null	null	1	157
445368	Ca/Calmodulin dependent protein kinase II alpha subunit [cytosol]	1	-1	1	478
265551	Voltage-gated Calcium Channel Cav1.2-1 (alpha-1 subunit) [plasma membrane]	1	-1	1	2221
59092	HREV7 [nucleoplasm]	1	-1	1	211
202134	NOSTRIN [plasma membrane]	null	null	1	506
1236768	class I MHC B55 [early endosome membrane]	null	null	25	362
2173245	3,4-Hyp 5-Gal-Hyl-collagen alpha-1(XIX) chain [endoplasmic reticulum lumen]	1	-1	24	1142
352179	SLC3A2 [plasma membrane]	1	-1	1	630
2192809	5-Gal-Hyl-collagen alpha-1(XV) chain [extracellular region]	1	-1	28	1388
352171	SLC38A3 [plasma membrane]	1	-1	1	504
168114	IKKB [cytosol]	1	-1	1	756
377253	PP2A-regulatory subunit B55 alpha isoform [cytosol]	1	-1	2	447
206180	SARA [early endosome membrane]	1	-1	1	1425
2172456	Collagen alpha-1(XX) chain [endoplasmic reticulum lumen]	1	-1	23	1284
379666	AARS [cytosol]	1	-1	1	968
65555	Transcription initiation factor TFIID 20/15 kDa subunits [nucleoplasm]	1	-1	1	161
349450	phospho-COP1(Ser 387) [nucleoplasm]	1	-1	1	731
166394	UCP1 [mitochondrial inner membrane]	1	-1	1	307
350615	AZIN1 [cytosol]	1	-1	1	448
113830	phospho-Cdk4 [nucleoplasm]	1	-1	2	303
2192817	3,4-Hyp Glu-Gal-Hyl-collagen alpha-1(XVI) chain [extracellular region]	1	-1	22	1604
2470597	4-Hyp 5-Gal-Hyl-collagen alpha-1(XI) chain N-term fragment [extracellular region]	1	-1	512	1563
389257	BAF155 [nucleoplasm]	1	-1	2	1105
2065621	3,4-Hyp Glu-Gal-Hyl collagen alpha-5(IV) chain [endoplasmic reticulum lumen]	-1	-1	27	1685
72486	60S ribosomal protein L7 [cytosol]	1	-1	1	248
183070	p-Y55-SPRY2 [plasma membrane]	1	-1	1	315
2468212	4-hydroxyprolyl collagen alpha-5(IV) chain C-term fragment [extracellular region]	-1	-1	27	1685
195200	Bcr [cytosol]	1	-1	1	1271
163687	pChREBP(Ser 568) [nucleoplasm]	1	-1	1	852
2470056	3,4-Hyp 5-Hyl collagen alpha-3(V) chain C-term fragment [extracellular region]	-1	-1	30	1745
2470094	4-Hyp 5-Hyl collagen alpha-3(V) chain N-term fragment [extracellular region]	-1	-1	30	1745
2186684	3,4-Hyp 5-Hyl-collagen alpha-1(XI) chain [endoplasmic reticulum lumen]	1	-1	512	1563
204024	Protein transport protein Sec23A [ER to Golgi transport vesicle membrane]	null	null	1	765
198294	Phospho-Protein kinase C-delta [plasma membrane]	1	-1	1	676
52371	Phosphodiesterase 1B, calcium/calmodulin-dependent [cytosol]	1	-1	1	536
200589	SYDE2 [cytosol]	1	-1	1	1194
983094	class I MHC B45 [integral to lumenal side of endoplasmic reticulum membrane]	null	null	25	362
196160	cytoplasmic actin 1 [lysosomal membrane]	1	-1	1	375
389109	MYBL1 [nucleoplasm]	null	null	1	752
67387	Werner syndrome helicase [nucleoplasm]	1	-1	1	1432
212103	UHRF1 (NP95) [nucleoplasm]	1	-1	1	793
139901	Phospho-BAD [cytosol]	1	-1	1	168
167770	class I MHC B27 [Golgi membrane]	null	null	25	362
71785	PFKFB1 [cytosol]	1	-1	1	471
191804	PHAX [cytosol]	1	-1	1	394
2192855	5-hydroxylysyl-collagen alpha-1(XVIII) chain [extracellular region]	1	-1	24	1754
70174	glycogen-glycogenin-1 [cytosol]	1	-1	2	350
174193	phospho-Cdh1 [cytosol]	1	-1	1	496
173537	SMURF2 [cytosol]	1	-1	1	748
2192754	4-Hyp 5-Gal-Hyl-collagen alpha-1(X) chain [extracellular region]	1	-1	19	680
444787	Ca/Calmodulin dependent protein kinase II beta subunit [nucleoplasm]	1	-1	1	666
2032774	TEAD1 [nucleoplasm]	1	-1	1	426
210625	PTP1B [cytosol]	1	-1	1	435
375425	VAMP2 [Golgi membrane]	null	null	2	116
400118	Fatty acid desaturase 2 [endoplasmic reticulum membrane]	null	null	1	444
2192849	4-Hyp 5-Hyl-collagen alpha-1(XVIII) chain [extracellular region]	1	-1	24	1754
73452	CAD [cytosol]	1	-1	2	2225
2182005	4-Hyp 5-Gal-Hyl-collagen alpha-1(XI) -N propeptide [endoplasmic reticulum lumen]	1	-1	512	1563
264475	Golgin subfamily A member 1	null	null	1	767
182965	STAM2 [cytosol]	1	-1	1	525
165172	Activated TSC2-1-P at Ser 1227 [cytosol]	null	null	1	1807
71993	CPSF3 [nucleoplasm]	1	-1	1	684
2127363	3,4-Hyp Glu-Gal-Hyl collagen alpha-4(IV) chain [extracellular region]	-1	-1	39	1690
167739	class I MHC B57 [plasma membrane]	null	null	25	362
61823	Platelet factor 4 precursor [extracellular region]	1	-1	32	101
174231	Aurora B [cytosol]	1	-1	2	344
2268880	5-hydroxylysyl-collagen alpha-1(XXVII) propeptide [extracellular region]	1	-1	625	1621
2470353	4-Hyp 5-Gal-Hyl collagen alpha-2(VIII) chain N-term fragment [extracellular region]	1	-1	29	703
68768	26S protease regulatory subunit 4 [cytosol]	1	-1	2	440
50518	ATP synthase g chain, mitochondrial  [mitochondrial inner membrane]	1	-1	2	103
68744	Proteasome subunit beta type 2  [cytosol]	1	-1	1	201
51611	Cyclin T1 [nucleoplasm]	1	-1	1	726
158040	Connexin37 [plasma membrane]	1	-1	2	333
171015	RAL B [cytosol]	1	-1	1	203
379602	CARS [cytosol]	1	-1	1	748
977149	Odontogenic ameloblast-associated protein [extracellular region]	1	-1	16	279
2028643	p-MOB1B [cytosol]	1	-1	2	216
71907	Sm protein F [nucleoplasm]	1	-1	2	86
193566	CO-SMAD (ENFIN)	1	-1	1	552
71545	glycogen debranching enzyme [cytosol]	1	-1	1	1532
2193033	4-Hyp Glu-Gal-Hyl-collagen alpha-1(XXIII) chain [plasma membrane]	1	-1	1	540
2172925	4-hydroxyprolyl collagen alpha-1(XVI) chain [endoplasmic reticulum lumen]	1	-1	22	1604
195070	Dbs/MCF2L [cytosol]	1	-1	1	1137
174328	26S proteasome non-ATPase regulatory subunit 3 [nucleoplasm]	1	-1	1	534
1442489	MMP28 [extracellular region]	1	-1	123	520
983346	class I MHC B57 [Golgi membrane]	null	null	25	362
389111	PHC1/HPH1/EDR1 [nucleoplasm]	1	-1	1	1004
177329	Nek2A [cytosol]	1	-1	1	445
2063993	chondroitin(2)-DCN [Golgi lumen]	1	-1	31	359
55881	Platelet glycoprotein IX precursor [plasma membrane]	1	-1	17	177
2980683	CRKL [endosome]	1	-1	1	303
57029	Caspase-7 precursor  [cytosol]	1	-1	24	198
167747	class I MHC B51 [plasma membrane]	null	null	25	362
2470037	3,4-Hyp 5-Hyl collagen alpha-3(V) chain N-term fragment [extracellular region]	-1	-1	30	1745
174348	26S proteasome non-ATPase regulatory subunit 1 [nucleoplasm]	1	-1	1	953
2065689	4-hydroxyprolyl collagen alpha-6(IV) chain [endoplasmic reticulum lumen]	-1	-1	23	1691
1442501	MMP26 [extracellular region]	1	-1	90	261
190535	c-Src [plasma membrane]	null	null	2	536
191395	Squalene monooxygenase [endoplasmic reticulum membrane]	null	null	1	574
210356	CaV2.3 R type VGCC [plasma membrane]	1	-1	1	2313
73689	TAF(1)48 [nucleoplasm]	1	-1	1	450
174363	MAT II [cytosol]	1	-1	1	395
2179344	3,4-Hyp Glu-Gal-Hyl collagen alpha-2(VIII) chain [endoplasmic reticulum lumen]	1	-1	29	703
2127347	3,4-Hyp 5-Gal-Hyl collagen alpha-3(IV) chain [extracellular region]	-1	-1	29	1670
114702	Thrombospondin 2 precursor [platelet alpha granule lumen]	1	-1	19	1172
176050	Glutathione S-transferase alpha 1 [cytosol]	1	-1	2	222
2473503	3,4-Hyp 5-Hyl-collagen alpha-1(XXIII) ectodomain [extracellular region]	-1	-1	1	540
163467	Phosphorylated Hormone Sensitive Lipase [lipid particle]	1	-1	1	1076
167735	class I MHC B44 [plasma membrane]	null	null	25	362
113668	Tk2 (Dnk1) protein [nucleoplasm]	1	-1	34	265
174956	NAT1 [cytosol]	1	-1	1	290
2471874	4-hydroxyprolyl collagen alpha-1(XVII) ectodomain [extracellular region]	1	-1	1	1497
198883	class I MHC B27 [plasma membrane]	null	null	25	362
72452	60S ribosomal protein L30 [cytosol]	1	-1	2	115
2268868	3,4-hydroxyprolyl collagen alpha-2(XI) -N propeptide [extracellular region]	1	-1	28	1736
2127342	Collagen alpha-6(IV) chain [extracellular region]	-1	-1	23	1691
204012	SEC13-related protein [ER to Golgi transport vesicle membrane]	null	null	2	322
1964433	HsRPC1 [cytosol]	1	-1	1	1390
59932	NADH-ubiquinone oxidoreductase B14 subunit   [mitochondrial inner membrane]	1	-1	1	154
2192932	5-Gal-Hyl-collagen alpha-1(IX) chain [extracellular region]	1	-1	24	921
2470819	4-Hyp 5-Hyl-collagen alpha-1(XVI) chain C-term fragment [extracellular region]	-1	-1	22	1604
114682	Platelet SEC1 protein [cytosol]	1	-1	1	592
174099	Cdh1 [nucleoplasm]	1	-1	1	496
2192717	5-Gal-Hyl-collagen alpha-1(XIII) chain [extracellular region]	1	-1	1	717
67441	XPC protein [nucleoplasm]	1	-1	2	940
2172944	4-hydroxyprolyl collagen alpha-1(XVIII) chain [endoplasmic reticulum lumen]	1	-1	24	1754
389113	RING1 [nucleoplasm]	1	-1	1	406
65563	Transcription initiation factor IIE, beta subunit [nucleoplasm]	1	-1	1	291
380318	OFD1 [cytosol]	1	-1	1	1012
112426	NELF-A protein [nucleoplasm]	1	-1	2	528
177324	phospho-Emi1(Ser 182) [cytosol]	1	-1	1	447
70460	6-phosphofructokinase, muscle type  [cytosol]	1	-1	2	780
2468330	4-hydroxyprolyl collagen alpha-3(IV) chain N-term fragment [extracellular region]	-1	-1	29	1670
2468337	3,4-Hyp 5-Hyl collagen alpha-4(IV) chain C-term fragment [extracellular region]	-1	-1	39	1690
74605	phospho-RGS9	1	-1	1	674
389807	D-amino-acid oxidase [peroxisomal matrix]	1	-1	1	347
2192955	4-Hyp Glu-Gal-Hyl-collagen alpha-1(XXVI) chain [extracellular region]	1	-1	21	441
2484970	3,4-hydroxyprolyl-collagen alpha-1(XV) endostatin-XV [extracellular region]	1	-1	28	1388
2268781	4-Hyp 5-Gal-Hyl-collagen alpha-1(XXVII) -N propeptide [extracellular region]	1	-1	625	1621
165540	Ran GTPase [cytosol]	null	null	2	216
70561	arginase 1 [cytosol]	1	-1	1	322
72325	40S small ribosomal protein 10 [cytosol]	1	-1	1	165
2173162	4-Hyp 5-Hyl-collagen alpha-1(XVII) chain [endoplasmic reticulum lumen]	1	-1	1	1497
2192890	4-Hyp 5-Gal-Hyl-collagen alpha-1(XIX) chain [extracellular region]	1	-1	24	1142
264941	SRP14 [cytosol]	1	-1	2	136
169292	phospho-MEK2 [cytosol]	1	-1	1	400
168187	p-Nik [cytosol]	null	null	1	947
381046	PERK [endoplasmic reticulum membrane]	1	-1	30	1116
389256	hBrm [nucleoplasm]	1	-1	1	1590
432889	Kindlerin [cytosol]	null	null	1	677
2468234	5-hydroxylysyl collagen alpha-5(IV) chain C-term fragment [extracellular region]	-1	-1	27	1685
2029010	p-Y150,S343,T346-WAVE2 [cytosol]	1	-1	1	498
174373	SAH hydrolase [cytosol]	1	-1	2	432
169265	ETF-beta [mitochondrial matrix]	1	-1	2	255
140206	BIM [cytosol]	1	-1	1	198
2063955	CSE-DCN [extracellular region]	1	-1	31	359
2186711	4-Hyp Glu-Gal-Hyl-collagen alpha-1(XXIV) chain [endoplasmic reticulum lumen]	1	-1	36	1714
379680	LARS [cytosol]	1	-1	1	1176
2173204	4-Hyp Glu-Gal-Hyl-collagen alpha-1(XXVII) propeptide [endoplasmic reticulum lumen]	1	-1	625	1621
349454	COP1 [nucleoplasm]	1	-1	1	731
174188	UbcH10 [nucleoplasm]	1	-1	2	179
2192765	Glu-Gal-Hyl-collagen alpha-1(X) chain [extracellular region]	1	-1	19	680
2192769	4-Hyp Glu-Gal-Hyl-collagen alpha-1(XIV) chain [extracellular region]	1	-1	29	1796
114298	SMAC [cytosol]	1	-1	56	239
174315	26S protease regulatory subunit 6B [nucleoplasm]	1	-1	1	418
114643	SPARC [extracellular region]	1	-1	18	303
2470336	3,4-Hyp 5-Hyl collagen alpha-2(VIII) chain N-term fragment [extracellular region]	1	-1	29	703
391295	FBL4/FBL5 [cytosol]	1	-1	1	691
