Pathway id	Species	Pathway name
6273539	Danio rerio	Antiviral mechanism by IFN-stimulated genes
6323528	Drosophila melanogaster	Antiviral mechanism by IFN-stimulated genes
6379080	Oryza sativa	Antiviral mechanism by IFN-stimulated genes
5467333	Homo sapiens	APC truncation mutants are not K63 polyubiquitinated
5467337	Homo sapiens	APC truncation mutants have impaired AXIN binding
179409	Homo sapiens	APC-Cdc20 mediated degradation of Nek2A
5695288	Dictyostelium discoideum	APC-Cdc20 mediated degradation of Nek2A
5812148	Sus scrofa	APC-Cdc20 mediated degradation of Nek2A
5870027	Bos taurus	APC-Cdc20 mediated degradation of Nek2A
5931732	Canis familiaris	APC-Cdc20 mediated degradation of Nek2A
5991624	Mus musculus	APC-Cdc20 mediated degradation of Nek2A
6052137	Rattus norvegicus	APC-Cdc20 mediated degradation of Nek2A
6096450	Gallus gallus	APC-Cdc20 mediated degradation of Nek2A
6139688	Taeniopygia guttata	APC-Cdc20 mediated degradation of Nek2A
6195845	Xenopus tropicalis	APC-Cdc20 mediated degradation of Nek2A
6273038	Danio rerio	APC-Cdc20 mediated degradation of Nek2A
6323061	Drosophila melanogaster	APC-Cdc20 mediated degradation of Nek2A
6350880	Arabidopsis thaliana	APC-Cdc20 mediated degradation of Nek2A
6378853	Oryza sativa	APC-Cdc20 mediated degradation of Nek2A
174143	Homo sapiens	APC/C-mediated degradation of cell cycle proteins
5695200	Dictyostelium discoideum	APC/C-mediated degradation of cell cycle proteins
5709348	Schizosaccharomyces pombe	APC/C-mediated degradation of cell cycle proteins
5719735	Saccharomyces cerevisiae	APC/C-mediated degradation of cell cycle proteins
5751892	Caenorhabditis elegans	APC/C-mediated degradation of cell cycle proteins
5811975	Sus scrofa	APC/C-mediated degradation of cell cycle proteins
5869852	Bos taurus	APC/C-mediated degradation of cell cycle proteins
5931560	Canis familiaris	APC/C-mediated degradation of cell cycle proteins
5991449	Mus musculus	APC/C-mediated degradation of cell cycle proteins
6051961	Rattus norvegicus	APC/C-mediated degradation of cell cycle proteins
6096304	Gallus gallus	APC/C-mediated degradation of cell cycle proteins
6139548	Taeniopygia guttata	APC/C-mediated degradation of cell cycle proteins
6195680	Xenopus tropicalis	APC/C-mediated degradation of cell cycle proteins
6272874	Danio rerio	APC/C-mediated degradation of cell cycle proteins
6322932	Drosophila melanogaster	APC/C-mediated degradation of cell cycle proteins
6350812	Arabidopsis thaliana	APC/C-mediated degradation of cell cycle proteins
6378786	Oryza sativa	APC/C-mediated degradation of cell cycle proteins
174048	Homo sapiens	APC/C:Cdc20 mediated degradation of Cyclin B
5695268	Dictyostelium discoideum	APC/C:Cdc20 mediated degradation of Cyclin B
5812122	Sus scrofa	APC/C:Cdc20 mediated degradation of Cyclin B
5870001	Bos taurus	APC/C:Cdc20 mediated degradation of Cyclin B
5931704	Canis familiaris	APC/C:Cdc20 mediated degradation of Cyclin B
5991597	Mus musculus	APC/C:Cdc20 mediated degradation of Cyclin B
6052110	Rattus norvegicus	APC/C:Cdc20 mediated degradation of Cyclin B
6096426	Gallus gallus	APC/C:Cdc20 mediated degradation of Cyclin B
6139664	Taeniopygia guttata	APC/C:Cdc20 mediated degradation of Cyclin B
6195820	Xenopus tropicalis	APC/C:Cdc20 mediated degradation of Cyclin B
6273013	Danio rerio	APC/C:Cdc20 mediated degradation of Cyclin B
6323036	Drosophila melanogaster	APC/C:Cdc20 mediated degradation of Cyclin B
6350865	Arabidopsis thaliana	APC/C:Cdc20 mediated degradation of Cyclin B
6378835	Oryza sativa	APC/C:Cdc20 mediated degradation of Cyclin B
176409	Homo sapiens	APC/C:Cdc20 mediated degradation of mitotic proteins
5695265	Dictyostelium discoideum	APC/C:Cdc20 mediated degradation of mitotic proteins
5812119	Sus scrofa	APC/C:Cdc20 mediated degradation of mitotic proteins
5869998	Bos taurus	APC/C:Cdc20 mediated degradation of mitotic proteins
5931701	Canis familiaris	APC/C:Cdc20 mediated degradation of mitotic proteins
5991594	Mus musculus	APC/C:Cdc20 mediated degradation of mitotic proteins
6052107	Rattus norvegicus	APC/C:Cdc20 mediated degradation of mitotic proteins
6096420	Gallus gallus	APC/C:Cdc20 mediated degradation of mitotic proteins
6139658	Taeniopygia guttata	APC/C:Cdc20 mediated degradation of mitotic proteins
6195817	Xenopus tropicalis	APC/C:Cdc20 mediated degradation of mitotic proteins
6273010	Danio rerio	APC/C:Cdc20 mediated degradation of mitotic proteins
6323033	Drosophila melanogaster	APC/C:Cdc20 mediated degradation of mitotic proteins
6350858	Arabidopsis thaliana	APC/C:Cdc20 mediated degradation of mitotic proteins
6378828	Oryza sativa	APC/C:Cdc20 mediated degradation of mitotic proteins
174154	Homo sapiens	APC/C:Cdc20 mediated degradation of Securin
5695269	Dictyostelium discoideum	APC/C:Cdc20 mediated degradation of Securin
5812123	Sus scrofa	APC/C:Cdc20 mediated degradation of Securin
5870002	Bos taurus	APC/C:Cdc20 mediated degradation of Securin
5931705	Canis familiaris	APC/C:Cdc20 mediated degradation of Securin
5991598	Mus musculus	APC/C:Cdc20 mediated degradation of Securin
6052111	Rattus norvegicus	APC/C:Cdc20 mediated degradation of Securin
6096423	Gallus gallus	APC/C:Cdc20 mediated degradation of Securin
6139661	Taeniopygia guttata	APC/C:Cdc20 mediated degradation of Securin
6195822	Xenopus tropicalis	APC/C:Cdc20 mediated degradation of Securin
6273014	Danio rerio	APC/C:Cdc20 mediated degradation of Securin
6323037	Drosophila melanogaster	APC/C:Cdc20 mediated degradation of Securin
6350860	Arabidopsis thaliana	APC/C:Cdc20 mediated degradation of Securin
6378830	Oryza sativa	APC/C:Cdc20 mediated degradation of Securin
174178	Homo sapiens	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
5695262	Dictyostelium discoideum	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
5812116	Sus scrofa	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
5869995	Bos taurus	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
5931698	Canis familiaris	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
5991591	Mus musculus	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
6052104	Rattus norvegicus	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
6096417	Gallus gallus	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
6139655	Taeniopygia guttata	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
6195814	Xenopus tropicalis	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
6273007	Danio rerio	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
6323030	Drosophila melanogaster	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
6350855	Arabidopsis thaliana	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
6378825	Oryza sativa	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
179419	Homo sapiens	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint
5695264	Dictyostelium discoideum	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint
5812118	Sus scrofa	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint
5869997	Bos taurus	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint
5931700	Canis familiaris	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint
5991593	Mus musculus	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint
6052106	Rattus norvegicus	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint
6096419	Gallus gallus	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint
6139657	Taeniopygia guttata	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint
6195816	Xenopus tropicalis	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint
6273009	Danio rerio	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint
6323032	Drosophila melanogaster	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint
6350857	Arabidopsis thaliana	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint
6378827	Oryza sativa	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint
5649702	Homo sapiens	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
5812894	Sus scrofa	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
5870788	Bos taurus	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
5932494	Canis familiaris	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
5992390	Mus musculus	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
6052900	Rattus norvegicus	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
6097200	Gallus gallus	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
6140435	Taeniopygia guttata	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
6196586	Xenopus tropicalis	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
6273786	Danio rerio	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
180689	Homo sapiens	APOBEC3G mediated resistance to HIV-1 infection
109581	Homo sapiens	Apoptosis
5695176	Dictyostelium discoideum	Apoptosis
5699369	Plasmodium falciparum	Apoptosis
5709294	Schizosaccharomyces pombe	Apoptosis
5719684	Saccharomyces cerevisiae	Apoptosis
5751806	Caenorhabditis elegans	Apoptosis
5811670	Sus scrofa	Apoptosis
5869538	Bos taurus	Apoptosis
5931250	Canis familiaris	Apoptosis
5991129	Mus musculus	Apoptosis
6051647	Rattus norvegicus	Apoptosis
6096011	Gallus gallus	Apoptosis
6139251	Taeniopygia guttata	Apoptosis
6195366	Xenopus tropicalis	Apoptosis
6272566	Danio rerio	Apoptosis
6322904	Drosophila melanogaster	Apoptosis
6350794	Arabidopsis thaliana	Apoptosis
6378768	Oryza sativa	Apoptosis
140342	Homo sapiens	Apoptosis induced DNA fragmentation
5695376	Dictyostelium discoideum	Apoptosis induced DNA fragmentation
5699453	Plasmodium falciparum	Apoptosis induced DNA fragmentation
5709430	Schizosaccharomyces pombe	Apoptosis induced DNA fragmentation
5719826	Saccharomyces cerevisiae	Apoptosis induced DNA fragmentation
5752052	Caenorhabditis elegans	Apoptosis induced DNA fragmentation
5812306	Sus scrofa	Apoptosis induced DNA fragmentation
5870192	Bos taurus	Apoptosis induced DNA fragmentation
5931900	Canis familiaris	Apoptosis induced DNA fragmentation
5991789	Mus musculus	Apoptosis induced DNA fragmentation
6052301	Rattus norvegicus	Apoptosis induced DNA fragmentation
6096612	Gallus gallus	Apoptosis induced DNA fragmentation
6139850	Taeniopygia guttata	Apoptosis induced DNA fragmentation
6196004	Xenopus tropicalis	Apoptosis induced DNA fragmentation
6273194	Danio rerio	Apoptosis induced DNA fragmentation
6323202	Drosophila melanogaster	Apoptosis induced DNA fragmentation
351906	Homo sapiens	Apoptotic cleavage of cell adhesion  proteins
5812252	Sus scrofa	Apoptotic cleavage of cell adhesion  proteins
5870145	Bos taurus	Apoptotic cleavage of cell adhesion  proteins
5931852	Canis familiaris	Apoptotic cleavage of cell adhesion  proteins
5991742	Mus musculus	Apoptotic cleavage of cell adhesion  proteins
6052255	Rattus norvegicus	Apoptotic cleavage of cell adhesion  proteins
6096571	Gallus gallus	Apoptotic cleavage of cell adhesion  proteins
6139807	Taeniopygia guttata	Apoptotic cleavage of cell adhesion  proteins
6195960	Xenopus tropicalis	Apoptotic cleavage of cell adhesion  proteins
6273148	Danio rerio	Apoptotic cleavage of cell adhesion  proteins
6323170	Drosophila melanogaster	Apoptotic cleavage of cell adhesion  proteins
111465	Homo sapiens	Apoptotic cleavage of cellular proteins
5812249	Sus scrofa	Apoptotic cleavage of cellular proteins
5870142	Bos taurus	Apoptotic cleavage of cellular proteins
5931849	Canis familiaris	Apoptotic cleavage of cellular proteins
5991739	Mus musculus	Apoptotic cleavage of cellular proteins
6052252	Rattus norvegicus	Apoptotic cleavage of cellular proteins
6096568	Gallus gallus	Apoptotic cleavage of cellular proteins
6139804	Taeniopygia guttata	Apoptotic cleavage of cellular proteins
6195957	Xenopus tropicalis	Apoptotic cleavage of cellular proteins
6273145	Danio rerio	Apoptotic cleavage of cellular proteins
6323156	Drosophila melanogaster	Apoptotic cleavage of cellular proteins
75153	Homo sapiens	Apoptotic execution  phase
5695377	Dictyostelium discoideum	Apoptotic execution  phase
5699454	Plasmodium falciparum	Apoptotic execution  phase
5709422	Schizosaccharomyces pombe	Apoptotic execution  phase
5719814	Saccharomyces cerevisiae	Apoptotic execution  phase
5752033	Caenorhabditis elegans	Apoptotic execution  phase
5812250	Sus scrofa	Apoptotic execution  phase
5870143	Bos taurus	Apoptotic execution  phase
5931850	Canis familiaris	Apoptotic execution  phase
5991740	Mus musculus	Apoptotic execution  phase
6052253	Rattus norvegicus	Apoptotic execution  phase
6096569	Gallus gallus	Apoptotic execution  phase
6139805	Taeniopygia guttata	Apoptotic execution  phase
6195958	Xenopus tropicalis	Apoptotic execution  phase
6273146	Danio rerio	Apoptotic execution  phase
6323157	Drosophila melanogaster	Apoptotic execution  phase
6350976	Arabidopsis thaliana	Apoptotic execution  phase
6378951	Oryza sativa	Apoptotic execution  phase
111471	Homo sapiens	Apoptotic factor-mediated response
5811928	Sus scrofa	Apoptotic factor-mediated response
5869804	Bos taurus	Apoptotic factor-mediated response
5931511	Canis familiaris	Apoptotic factor-mediated response
5991397	Mus musculus	Apoptotic factor-mediated response
6051912	Rattus norvegicus	Apoptotic factor-mediated response
6096258	Gallus gallus	Apoptotic factor-mediated response
6139504	Taeniopygia guttata	Apoptotic factor-mediated response
6195630	Xenopus tropicalis	Apoptotic factor-mediated response
6272829	Danio rerio	Apoptotic factor-mediated response
6322902	Drosophila melanogaster	Apoptotic factor-mediated response
445717	Homo sapiens	Aquaporin-mediated transport
5695161	Dictyostelium discoideum	Aquaporin-mediated transport
5699493	Plasmodium falciparum	Aquaporin-mediated transport
5709286	Schizosaccharomyces pombe	Aquaporin-mediated transport
5719672	Saccharomyces cerevisiae	Aquaporin-mediated transport
5751791	Caenorhabditis elegans	Aquaporin-mediated transport
5811915	Sus scrofa	Aquaporin-mediated transport
5869790	Bos taurus	Aquaporin-mediated transport
5931498	Canis familiaris	Aquaporin-mediated transport
5991383	Mus musculus	Aquaporin-mediated transport
6051898	Rattus norvegicus	Aquaporin-mediated transport
6096244	Gallus gallus	Aquaporin-mediated transport
6139489	Taeniopygia guttata	Aquaporin-mediated transport
6195615	Xenopus tropicalis	Aquaporin-mediated transport
6272815	Danio rerio	Aquaporin-mediated transport
6322889	Drosophila melanogaster	Aquaporin-mediated transport
6351036	Arabidopsis thaliana	Aquaporin-mediated transport
6379009	Oryza sativa	Aquaporin-mediated transport
426048	Homo sapiens	Arachidonate production from DAG
5695440	Dictyostelium discoideum	Arachidonate production from DAG
5709478	Schizosaccharomyces pombe	Arachidonate production from DAG
5719878	Saccharomyces cerevisiae	Arachidonate production from DAG
5752152	Caenorhabditis elegans	Arachidonate production from DAG
5812483	Sus scrofa	Arachidonate production from DAG
5870371	Bos taurus	Arachidonate production from DAG
5932079	Canis familiaris	Arachidonate production from DAG
5991970	Mus musculus	Arachidonate production from DAG
6052482	Rattus norvegicus	Arachidonate production from DAG
6096792	Gallus gallus	Arachidonate production from DAG
6140024	Taeniopygia guttata	Arachidonate production from DAG
6196185	Xenopus tropicalis	Arachidonate production from DAG
6273373	Danio rerio	Arachidonate production from DAG
6323326	Drosophila melanogaster	Arachidonate production from DAG
6351021	Arabidopsis thaliana	Arachidonate production from DAG
6378994	Oryza sativa	Arachidonate production from DAG
2142753	Homo sapiens	Arachidonic acid metabolism
5695365	Dictyostelium discoideum	Arachidonic acid metabolism
5699451	Plasmodium falciparum	Arachidonic acid metabolism
5709428	Schizosaccharomyces pombe	Arachidonic acid metabolism
5719824	Saccharomyces cerevisiae	Arachidonic acid metabolism
5752039	Caenorhabditis elegans	Arachidonic acid metabolism
5811798	Sus scrofa	Arachidonic acid metabolism
5869669	Bos taurus	Arachidonic acid metabolism
5931377	Canis familiaris	Arachidonic acid metabolism
5991262	Mus musculus	Arachidonic acid metabolism
6051777	Rattus norvegicus	Arachidonic acid metabolism
6096130	Gallus gallus	Arachidonic acid metabolism
6139373	Taeniopygia guttata	Arachidonic acid metabolism
6195497	Xenopus tropicalis	Arachidonic acid metabolism
6272692	Danio rerio	Arachidonic acid metabolism
6323205	Drosophila melanogaster	Arachidonic acid metabolism
6350970	Arabidopsis thaliana	Arachidonic acid metabolism
6378945	Oryza sativa	Arachidonic acid metabolism
187630	Gallus gallus	Arginine metabolism
5624958	Homo sapiens	ARL13B-mediated ciliary trafficking of INPP5E
5870780	Bos taurus	ARL13B-mediated ciliary trafficking of INPP5E
5932486	Canis familiaris	ARL13B-mediated ciliary trafficking of INPP5E
5992383	Mus musculus	ARL13B-mediated ciliary trafficking of INPP5E
6052893	Rattus norvegicus	ARL13B-mediated ciliary trafficking of INPP5E
6097194	Gallus gallus	ARL13B-mediated ciliary trafficking of INPP5E
6140429	Taeniopygia guttata	ARL13B-mediated ciliary trafficking of INPP5E
6196579	Xenopus tropicalis	ARL13B-mediated ciliary trafficking of INPP5E
6273779	Danio rerio	ARL13B-mediated ciliary trafficking of INPP5E
6323665	Drosophila melanogaster	ARL13B-mediated ciliary trafficking of INPP5E
170984	Homo sapiens	ARMS-mediated activation
5695084	Dictyostelium discoideum	ARMS-mediated activation
5709184	Schizosaccharomyces pombe	ARMS-mediated activation
5719571	Saccharomyces cerevisiae	ARMS-mediated activation
5751718	Caenorhabditis elegans	ARMS-mediated activation
5811827	Sus scrofa	ARMS-mediated activation
5869701	Bos taurus	ARMS-mediated activation
5931409	Canis familiaris	ARMS-mediated activation
5991294	Mus musculus	ARMS-mediated activation
6051809	Rattus norvegicus	ARMS-mediated activation
6096159	Gallus gallus	ARMS-mediated activation
6139401	Taeniopygia guttata	ARMS-mediated activation
6195529	Xenopus tropicalis	ARMS-mediated activation
6272726	Danio rerio	ARMS-mediated activation
6322811	Drosophila melanogaster	ARMS-mediated activation
6350721	Arabidopsis thaliana	ARMS-mediated activation
6378688	Oryza sativa	ARMS-mediated activation
211957	Homo sapiens	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2
5811791	Sus scrofa	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2
5869662	Bos taurus	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2
5931370	Canis familiaris	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2
5991255	Mus musculus	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2
6051770	Rattus norvegicus	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2
6096126	Gallus gallus	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2
6139368	Taeniopygia guttata	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2
6195490	Xenopus tropicalis	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2
6272685	Danio rerio	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2
6322770	Drosophila melanogaster	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2
446203	Homo sapiens	Asparagine N-linked glycosylation
5695222	Dictyostelium discoideum	Asparagine N-linked glycosylation
5699441	Plasmodium falciparum	Asparagine N-linked glycosylation
5709373	Schizosaccharomyces pombe	Asparagine N-linked glycosylation
5719760	Saccharomyces cerevisiae	Asparagine N-linked glycosylation
5751937	Caenorhabditis elegans	Asparagine N-linked glycosylation
5812024	Sus scrofa	Asparagine N-linked glycosylation
5869902	Bos taurus	Asparagine N-linked glycosylation
5931607	Canis familiaris	Asparagine N-linked glycosylation
5991499	Mus musculus	Asparagine N-linked glycosylation
6052011	Rattus norvegicus	Asparagine N-linked glycosylation
6096495	Gallus gallus	Asparagine N-linked glycosylation
6139733	Taeniopygia guttata	Asparagine N-linked glycosylation
6195725	Xenopus tropicalis	Asparagine N-linked glycosylation
6272921	Danio rerio	Asparagine N-linked glycosylation
6323090	Drosophila melanogaster	Asparagine N-linked glycosylation
6350892	Arabidopsis thaliana	Asparagine N-linked glycosylation
6378865	Oryza sativa	Asparagine N-linked glycosylation
2022090	Homo sapiens	Assembly of collagen fibrils and other multimeric structures
5752327	Caenorhabditis elegans	Assembly of collagen fibrils and other multimeric structures
5812693	Sus scrofa	Assembly of collagen fibrils and other multimeric structures
5870581	Bos taurus	Assembly of collagen fibrils and other multimeric structures
5932287	Canis familiaris	Assembly of collagen fibrils and other multimeric structures
5992181	Mus musculus	Assembly of collagen fibrils and other multimeric structures
6052692	Rattus norvegicus	Assembly of collagen fibrils and other multimeric structures
6096993	Gallus gallus	Assembly of collagen fibrils and other multimeric structures
6140229	Taeniopygia guttata	Assembly of collagen fibrils and other multimeric structures
6196377	Xenopus tropicalis	Assembly of collagen fibrils and other multimeric structures
6273580	Danio rerio	Assembly of collagen fibrils and other multimeric structures
6323547	Drosophila melanogaster	Assembly of collagen fibrils and other multimeric structures
417076	Gallus gallus	Assembly of telomerase and telomere extension
175474	Homo sapiens	Assembly Of The HIV Virion
68616	Homo sapiens	Assembly of the ORC complex at the origin of replication
5694845	Dictyostelium discoideum	Assembly of the ORC complex at the origin of replication
5709008	Schizosaccharomyces pombe	Assembly of the ORC complex at the origin of replication
5811520	Sus scrofa	Assembly of the ORC complex at the origin of replication
5869386	Bos taurus	Assembly of the ORC complex at the origin of replication
5931098	Canis familiaris	Assembly of the ORC complex at the origin of replication
5990975	Mus musculus	Assembly of the ORC complex at the origin of replication
6051493	Rattus norvegicus	Assembly of the ORC complex at the origin of replication
6095864	Gallus gallus	Assembly of the ORC complex at the origin of replication
6139104	Taeniopygia guttata	Assembly of the ORC complex at the origin of replication
6195214	Xenopus tropicalis	Assembly of the ORC complex at the origin of replication
6272415	Danio rerio	Assembly of the ORC complex at the origin of replication
6322537	Drosophila melanogaster	Assembly of the ORC complex at the origin of replication
6350485	Arabidopsis thaliana	Assembly of the ORC complex at the origin of replication
6378449	Oryza sativa	Assembly of the ORC complex at the origin of replication
68867	Homo sapiens	Assembly of the pre-replicative complex
5694846	Dictyostelium discoideum	Assembly of the pre-replicative complex
5699194	Plasmodium falciparum	Assembly of the pre-replicative complex
5709009	Schizosaccharomyces pombe	Assembly of the pre-replicative complex
5811521	Sus scrofa	Assembly of the pre-replicative complex
5869387	Bos taurus	Assembly of the pre-replicative complex
5931099	Canis familiaris	Assembly of the pre-replicative complex
5990976	Mus musculus	Assembly of the pre-replicative complex
6051494	Rattus norvegicus	Assembly of the pre-replicative complex
6095865	Gallus gallus	Assembly of the pre-replicative complex
6139105	Taeniopygia guttata	Assembly of the pre-replicative complex
6195215	Xenopus tropicalis	Assembly of the pre-replicative complex
6272416	Danio rerio	Assembly of the pre-replicative complex
6322538	Drosophila melanogaster	Assembly of the pre-replicative complex
6350486	Arabidopsis thaliana	Assembly of the pre-replicative complex
6378450	Oryza sativa	Assembly of the pre-replicative complex
5617833	Homo sapiens	Assembly of the primary cilium
5695660	Dictyostelium discoideum	Assembly of the primary cilium
5699633	Plasmodium falciparum	Assembly of the primary cilium
5752479	Caenorhabditis elegans	Assembly of the primary cilium
5812882	Sus scrofa	Assembly of the primary cilium
5870774	Bos taurus	Assembly of the primary cilium
5932480	Canis familiaris	Assembly of the primary cilium
5992376	Mus musculus	Assembly of the primary cilium
6052885	Rattus norvegicus	Assembly of the primary cilium
6097187	Gallus gallus	Assembly of the primary cilium
6140421	Taeniopygia guttata	Assembly of the primary cilium
6196572	Xenopus tropicalis	Assembly of the primary cilium
6273773	Danio rerio	Assembly of the primary cilium
6323661	Drosophila melanogaster	Assembly of the primary cilium
6351239	Arabidopsis thaliana	Assembly of the primary cilium
6379216	Oryza sativa	Assembly of the primary cilium
75177	Homo sapiens	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks
5695019	Dictyostelium discoideum	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks
5709131	Schizosaccharomyces pombe	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks
5719518	Saccharomyces cerevisiae	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks
5751660	Caenorhabditis elegans	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks
5811759	Sus scrofa	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks
5869630	Bos taurus	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks
5931338	Canis familiaris	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks
5991223	Mus musculus	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks
6051738	Rattus norvegicus	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks
6096096	Gallus gallus	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks
6139338	Taeniopygia guttata	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks
6195458	Xenopus tropicalis	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks
6322746	Drosophila melanogaster	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks
6350660	Arabidopsis thaliana	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks
6378629	Oryza sativa	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks
76000	Homo sapiens	Assembly of the RAD51-ssDNA nucleoprotein complex
5695061	Dictyostelium discoideum	Assembly of the RAD51-ssDNA nucleoprotein complex
5699347	Plasmodium falciparum	Assembly of the RAD51-ssDNA nucleoprotein complex
5709157	Schizosaccharomyces pombe	Assembly of the RAD51-ssDNA nucleoprotein complex
5719544	Saccharomyces cerevisiae	Assembly of the RAD51-ssDNA nucleoprotein complex
5751710	Caenorhabditis elegans	Assembly of the RAD51-ssDNA nucleoprotein complex
5811816	Sus scrofa	Assembly of the RAD51-ssDNA nucleoprotein complex
5869690	Bos taurus	Assembly of the RAD51-ssDNA nucleoprotein complex
5931398	Canis familiaris	Assembly of the RAD51-ssDNA nucleoprotein complex
5991283	Mus musculus	Assembly of the RAD51-ssDNA nucleoprotein complex
6051798	Rattus norvegicus	Assembly of the RAD51-ssDNA nucleoprotein complex
6096148	Gallus gallus	Assembly of the RAD51-ssDNA nucleoprotein complex
6139391	Taeniopygia guttata	Assembly of the RAD51-ssDNA nucleoprotein complex
6195518	Xenopus tropicalis	Assembly of the RAD51-ssDNA nucleoprotein complex
6272715	Danio rerio	Assembly of the RAD51-ssDNA nucleoprotein complex
6322804	Drosophila melanogaster	Assembly of the RAD51-ssDNA nucleoprotein complex
6350709	Arabidopsis thaliana	Assembly of the RAD51-ssDNA nucleoprotein complex
6378676	Oryza sativa	Assembly of the RAD51-ssDNA nucleoprotein complex
